,title,employer,location,rating,description,salary_estimate,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue
18,Junior Data Scientist,MIcompany,Tel Aviv-Yafo,4.5 ,"With the amount of data growing at an exponential rate, AI is one of the hottest fields of this century. Do you want to start your career in this exciting field of Data & AI?  Find out what MIcompany has to offer and become a leader in AI! Everybody is talking about Data & AI. The overwhelming quantity and complexity of data offers great challenges but also opportunities for organizations over the world. But how can you really create tangible business impact with data? To do that, a new kind of leader is needed. A leader who is on top of the newest technologies and knows how to manage complex datasets. Who can create insights from huge amounts of data using advanced analytical techniques? A leader who can define growth opportunities and has a vision of Data and AI. A leader who builds relationships and combines these skills to create impact at scale.",-1,1,4.8,3.2,4.7,4.1,4.0,51 to 200 Employees,Company - Private,Management & Consulting,-1,Business Consulting,Unknown / Non-Applicable
19,Data Analyst,Outbrain Inc.,Netanya,4.0 ,"We are Outbrain.  We’re one of the world’s largest content recommendation platforms, delighting audiences with engaging, personalized content recommendations while serving as the primary engagement partner and platform for the world’s top digital media companies. Outbrain is looking for a doer, dedicated, organized, self-learner Data analyst student to join our supply data team. As with any Outbrain employee, we're looking for someone who is resourceful, bright, proactive, works well independently and as part of a team, and who will be passionate about what she or he does. For this position, we are looking for a highly motivated student, eager to learn with excellent analytical and problem-solving skills. If you want to be part of a dynamic, professional team with high standards and great atmosphere – Your place is with us!",-1,0,3.8,3.2,4.1,3.6,4.2,501 to 1000 Employees,Company - Public,Information Technology,2006,Internet & Web Services,Unknown / Non-Applicable
20,Marketing Analyst Student,Natural Intelligence,Tel Aviv-Yafo,4.1 ,"Founded in 2009 and 100% self-funded to this day, Natural Intelligence is a leader in online multi-vertical marketplaces. Our global brands, Top10.com and BestMoney.com, help millions worldwide make informed decisions every day. Our proprietary platform, xMatch, harnesses AI and ML technologies in order to help consumers make easier choices and find the right products and services tailored to their needs. We are looking for a talented and analytical student to join our marketing team. Responsibilities Join our world class Marketing team, become an expert in the online marketing world, learn from the best and have a shot at a marketing analyst role after you graduate.  Requirements:",-1,1,3.8,4.2,4.3,3.8,4.1,201 to 500 Employees,Company - Private,Media & Communication,2009,Advertising & Public Relations,Unknown / Non-Applicable
21,Junior Data Scientist בחברת Start Up ממומנת ורווחית בתחום ה-AI,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: אנחנו מגייסים Junior Data Scientist למשפחה! מדובר בחברה ממומנת ורווחית בתחום ה-AI, שמפתחת מודלים סטטיסטיים ומתמטיים מבוססי טכנולוגיות AI להיצע וחיזוי התנהגות שוק החשמל בארצות הברית. המטרה היא לעשות ניתוח לאופן שבו אנרגיה נסחרת בארצות הברית. כחלק מה-Stack הטכנולוגי עובדים עם ML, Python, ניתוח Data הקשור לעונות השנה. החברה ממוקמת בתל אביב בקו רכבת. נשמח לקבל את קורות החיים שלך! דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
22,Data Operator - Entry Level Position,Pontera,Herzliya,4.8 ,"Pontera is a FinTech SaaS company on a mission to help millions of Americans retire better by enabling financial advisors to manage, trade and report on 401(k) and other retirement accounts. Pontera customers range from Fortune 100 financial services firms and large independent broker dealers to small independent RIA's and advisory firms. At Pontera, we are proud of our people-first mentality and culture. You will have the unique and exciting opportunity to be part of a team whose mission is to scale Pontera into one of the largest FinTech companies in the world. We have significant funding from some of the most notable venture capital investors, led by Lightspeed Venture Partners, and are in a period of hyper-growth. The next critical step in our trajectory is adding to our world-class team, and that's where you come in.",-1,1,4.6,4.5,4.9,4.7,4.5,51 to 200 Employees,Company - Private,Information Technology,2012,Internet & Web Services,Unknown / Non-Applicable
23,Data Scientist,Natural Intelligence,Tel Aviv-Yafo,4.1 ,"Founded in 2009 and 100% self-funded to this day, Natural Intelligence is a leader in online multi-vertical marketplaces. Our global brands, Top10.com and BestMoney.com, help millions worldwide make informed decisions every day. Our proprietary platform, xMatch, harnesses AI and ML technologies in order to help consumers make easier choices and find the right products and services tailored to their needs. We are looking for a top-notch Data Scientist to lead the design and implementation of the machine learning models and pipelines in Natural Intelligence’s experimentation and personalization platforms, using cutting-edge technology and tools. Responsibilities  Requirements:",-1,1,3.8,4.2,4.3,3.8,4.1,201 to 500 Employees,Company - Private,Media & Communication,2009,Advertising & Public Relations,Unknown / Non-Applicable
24,Data Engineer(Hybrid,DBArt,Hod HaSharon,5.0 ,"✅Responsibilities: Be part of the group that delivers Data and AI solutions cross organization, providing the company’s customers with real time lead discovery and analytics. Own critical data flows, from the storage and database through ETLs and BI using the latest Cloud products and cutting-edge technologies. Solve challenges that involve Big Data. Bring ideas from vision to implementation by working with other R&D teams, QA & Product Management through all software lifecycle stages – exploration, design, development & delivery to production. ✅Requirements: 2+ years of experience coding in Python. 2+ years of experience working with RDBMS – MySQL/PostgreSQL. A team player with strong interpersonal and communication skills. Independent, highly motivated self-starter with a desire to constantly learn new technologies and practices Tenacious at solving problems and figuring out the best solutions with a good understanding of architectural & engineering principles Advantages: Experience in Java or Scala. Experience working with AirFlow. Experience working with ElasticSearch. Experience working with AWS, GCP or Azure. Experience working with distributed computing (Spark).",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,Company - Private,-1,-1,-1,Unknown / Non-Applicable
25,Market Research Analyst - Student Position,ThetaRay,Hod HaSharon,4.6 ,"DESCRIPTION ThetaRay is the leading provider of AI-based Big Data analytics. We are dedicated to helping financial organizations combat financial cybercrimes such as money laundering and fraud facilitating malicious crimes such as terrorist financing, narco-trafficking, and human trafficking which negatively impact the global economy. We are looking for a Market Research student, for a part-time position to join our team. As a Market Research Analyst, you will be responsible for conducting comprehensive market research and analysis to identify potential leads and business opportunities. Your primary objective will be to gather accurate and up-to-date information on potential customers and business prospects while maintaining the precision and reliability of our lead data.",-1,0,4.6,4.3,4.6,4.4,4.3,51 to 200 Employees,Company - Private,Information Technology,2013,Enterprise Software & Network Solutions,Unknown / Non-Applicable
26,Data Analyst Specialist,Discount Bank,Rishon LeẔiyyon,4.0 ,"איסוף וניתוח רב מימדי של נתונים ותהליכים בתחום סיכוני שוק, תוך מתן פרשנות ותרגום הנתונים לתובנות. תיאור בניית מערכי נתונים גדולים לצורך הערכה, המלצה ותמיכה בניהול הסיכון זיהוי וייצור מערכי נתונים תוך שימוש במגוון כלים איפיון פיתוח, תחזוקה והערכה של מודלים בתחום ניהול סיכוני שוק מיכון, שיפור וייעול תהליכים תחומי אחריות בניית מערכי נתונים גדולים לצורך הערכה, המלצה ותמיכה בניהול הסיכון  Requirements:",-1,1,3.7,3.5,3.9,3.6,4.0,5001 to 10000 Employees,Company - Public,Financial Services,1935,Banking & Lending,$1 to $5 billion (USD)
27,Data Scientist,Ticomsoft,Yehud,4.0 ,"jb-19 מספר משרה : עם ניסיון ב Data Scientist דרוש איש/ת פיתוח Evaluating state of art statistical modeling and machine Learning. Big data analysis, Modeling and Reporting. Job Requirements:Requirements: A minimum first degree in computer science/ applied math/ statistics. Strong algorithm development skills. Proven experience with machine learning algorithms – both supervised and unsupervised. Proven experience with optimization algorithms. 5+ years of relevant experience with one of the following: Python, R, Matlab. Strong communication skills, creative, results driven, quick learner. Experience with big data, distributed processing, NoSQL databases – a significant advantage.",-1,0,4.0,4.0,4.0,4.0,5.0,51 to 200 Employees,Contract,-1,-1,-1,Unknown / Non-Applicable
28,Data Scientist,Deep Solutions,Tel Aviv-Yafo,4.6 ,"Deep Solutions is a data science consultancy company that provides end to end data science projects and is looking for an awesome data scientist to join our great team! Key Duties and Responsibilities Work on various data sources such as text, time series, geographic and more! Develop and implement new features that will be used in statistical/machine learning models Work closely with your peer data scientists, data engineers and data analysts. Perform data exploration and analysis using Python, SQL and Pandas.  Location: TLV.  Please email to:",-1,0,4.6,4.6,4.6,4.6,4.6,Unknown,Company - Public,-1,-1,-1,Unknown / Non-Applicable
29,Medical Data Analyst,Nym Health,Tel Aviv-Yafo,-1,"At Nym, we’re passionate about simplifying healthcare by automating the accurate interpretation of clinical language. Our interdisciplinary team has developed an innovative technology that can understand clinical language and provides an entirely new way of analyzing and decoding medical records into clear, concise, and actionable information. This ultimately ensures clinical and administrative teams can spend more time focused on patient care. At Nym, the future is bright. Our engine currently processes over five million charts annually in more than 150 emergency department and urgent care settings across the US. We are backed by top-tier VCs and growing rapidly, with offices in NYC and Tel Aviv.     Requirements:",-1,1,4.1,4.7,3.0,2.7,4.4,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
30,BI ANALYST,Paretix,Tel Aviv-Yafo,-1,"PLEASE SEND YOUR CV TO JOBS@PARETIX.COM ONLY RELEVANT INQUIRIES WILL BE ANSWERED.  We are recruiting a BI analyst,to work in the biggest Bank in Israel. REQUIREMENTS: Bachelor's degree in Industrial Engineering and Management / Economics / Statistics Experience with SQL",-1,0,4.0,3.0,3.0,-1.0,-1.0,1 to 50 Employees,Company - Public,-1,-1,-1,Unknown / Non-Applicable
31,Intelligence Analyst,NSO GROUP,Herzliya,-1,"NSO Group is a leading technology company that develops software and other technological products to intelligence and law-enforcement organizations, helping them enhance security and save lives in the age of encryption. Our solutions are designed to assists lawful authorities detect and prevent terrorism and crime by providing them with the finest, most sophisticated intelligence technology tools of its kind. If you’re looking for a position in which you’ll make an impact right from the start, working on the most advanced technologies in an innovative environment, with the sharpest, most talented professionals in their field (but also love to party and have fun), apply here! As an Intelligence Analyst, you will:",-1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
32,Data ANALYSTS,Paretix,Tel Aviv-Yafo,-1,"PLEASE SEND YOUR CV TO JOBS@PARETIX.COM ONLY RELEVANT INQUIRIES WILL BE ANSWERED.  The job includes analytical modeling, working with databases, use of advanced statistical tools, and combination models of business decision-making processes. To learn about our hiring process for analysts, please click here. REQUIREMENTS: Bachelor's degree in Industrial Engineering and Management / Economics / Statistics",-1,0,4.0,3.0,3.0,-1.0,-1.0,1 to 50 Employees,Company - Public,-1,-1,-1,Unknown / Non-Applicable
33,Cloud Analyst - Student Position,Personetics,Giv`atayim,-1,"Personetics is an B2B2C Enterprise-Software Fintech start-up that is leading the Self-Driving Finance revolution in banking. We help banks deliver highly intelligent and personalized banking experiences to their retail customers across all digital channels. We’re pioneering establishing a new category of consumer banking based around data-driven personalization and customer engagement serving over 120 million bank customers worldwide.  Requirements: BA student of Information Technology, or a related field (or equivalent practical experience). Basic understanding of cloud computing principles, architectures, and services.  About The Position:   Responsibilities:",-1,1,3.3,3.4,3.2,3.1,3.3,51 to 200 Employees,Company - Private,Information Technology,-1,Computer Hardware Development,$1 to $5 million (USD)
34,Algorithms Intern – Student Role,Pulsenmore,Ramat Gan,-1,"Pulsenmore is an emerging leader in connected, patient-driven home ultrasound. We are on a mission to dramatically improve access to care while increasing convenience and efficiency for payers, providers, and patients. The algorithms team is a versatile software team responsible for various applications in the company. We employ a variety of techniques like image processing, statistics and probability, and machine learning to improve the experience and quality of ultrasound scans. We are looking for a motivated student with programming capabilities to join our team.  Requirements:    Responsibilities:",-1,1,5.0,5.0,5.0,5.0,5.0,1 to 50 Employees,Company - Public,-1,-1,-1,Unknown / Non-Applicable
35,Junior Developer,Genoox,Tel Aviv-Yafo,5.0 ,"Job ID 1124 Position Location: Tel Aviv, Israel An automation developer at Genoox handles a wide variety of tasks, from devops, to tool building, test automation, support operations and more. You’ll work with developers, support personnel and project managers to promote their goals, while nurturing automation frameworks and tools. You will be responsible for: Maintain, build and operate automation frameworks and internal tools to fulfill company-wide automation needs Working closely with the support, devops and development teams to meet ongoing demands and operations requirements",-1,0,4.1,3.5,5.0,4.0,5.0,1 to 50 Employees,Company - Public,-1,-1,-1,Unknown / Non-Applicable
36,Security Researcher: Intern Opportunities,Microsoft,Tel Aviv-Yafo,4.3 ,"Every year, we welcome thousands of university students from every corner of the world to join Microsoft. You bring your aspirations, talent, potential—and excitement for the journey ahead.  At Microsoft, Interns work on real-world projects in collaboration with teams across the world, while having fun along the way. You’ll be empowered to build community, explore your passions and achieve your goals. This is your chance to bring your solutions and ideas to life while working on cutting-edge technology. The internship is designed not only for you to do great work with the opportunity to learn and grow, but to experience our culture full of diverse community connection, executive engagement, and memorable events.  We’re a company of learn-it-alls rather than know-it-alls and our culture is centered around embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their best each day. Does this sound like you? Learn more about our cultural attributes.          Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",-1,0,4.1,4.1,4.3,3.9,4.1,10000+ Employees,Company - Public,Information Technology,1975,Computer Hardware Development,$10+ billion (USD)
37,Deploy & NOC - Student,Bright Data,Netanya,4.5 ,"Description Bright Data, the industry leader in the web data domain, is looking for students for a part-time Deploy position! The position is part-time, in shifts that include nights and weekends. Responsibilities Monitor and support company servers in Linux Release new features and updates on the server QA (manual)",-1,0,4.4,4.5,4.3,4.3,4.5,201 to 500 Employees,Company - Private,Information Technology,2014,Internet & Web Services,$100 to $500 million (USD)
38,Transcription & Data Labeling Part-time Position (CHINESE),Gong.io Inc.,Tel Aviv-Yafo,4.2 ,"Transcription & Data Labeling Part-time Position (Chinese) Gong is one of Israel’s most valued private software companies! At Gong we are building new-generation, machine learning based software that automates big parts of customer-facing roles by “understanding” their conversations and related work. As a key ingredient of our technology is labeled data that drives our AI based algorithms, we are looking for someone to take on data annotation, transcription and validation tasks to support our Data Science team. Requirements: Native in spoken/written Chinese Exceptional listening, grammar, and typing skills Meticulous and detail-oriented Able to maintain sharp focus, even on repetitive tasks Flexibility Contractor - invoice is required Remote work 4 to 6 months project",-1,0,3.9,4.1,4.3,4.0,3.9,1001 to 5000 Employees,Company - Private,Information Technology,2015,Enterprise Software & Network Solutions,Unknown / Non-Applicable
